strategy_id	strategy_name	strategy_description	strategy_answerset_id
5686	"van (zich) doen spreken"	"de aandacht op zich vestigen, opvallen"	Leuvens
5687	"uit (zijn) vel springen"	"barsten van woede"	Leuvens
5688	"in 't oog springen"	"erg opmerken"	Leuvens
5689	"op sprong/op't punt staan"	"op het punt staan, bijna…"	Leuvens
5690	"in 't krijt staan"	"aan iemand iets schuldig zijn"	Leuvens
5691	"op (zijnen) kop staan"	?	Leuvens
5692	"met steentjes werpen"	"steken onder water geven"	Leuvens
5693	"van (zijnen) stek vallen"	bezwijmen	Leuvens
5694	"in een kwaad vel steken"	"?niet helemaal gezond zijn"	Leuvens
5695	"van (zijnen) sus vallen"	"in bezwijming vallen"	Leuvens
5696	"op de tanden bijten"	?doorzetten	Leuvens
5697	"in (uw?) tas mogen? tasten"	"veel betalen"	Leuvens
5698	"op zijne teen staan"	"pogingen aanweden"	Leuvens
5699	"op (iemands) tenen treden"	"hem beledigen, ook aanzetten"	Leuvens
5700	"tegen (iemand) op kunnen"	"met hem kunnen wedijveren"	Leuvens
5701	"(nog?) niet tot drij kunnen tellen"	"zeer dom zijn"	Leuvens
5702	"van alle markten thuis gekomen zijn"	"?van alle markten thuis zijn"	Leuvens
5703	"van uur of tijd weten"	?	Leuvens
5704	"van toeten noch blazen weten"	"van niets weten"	Leuvens
5705	"op de tong rijden"	?	Leuvens
5706	"niet op (zijn) tong gevallen zijn"	"niet op je mondje gevallen zijn"	Leuvens
5707	"over (zijn?) tong doen"	spuwen	Leuvens
5708	"achter de grendel/slot/tralie(n) zitten"	"?in de gevangenis"	Leuvens
5709	"tussen twee waters zwemmen"	?	Leuvens
5710	"met twee woorden spreken"	"beleefd spreken"	Leuvens
5711	"uit het oog verliezen"	"er niet meer aan denken"	Leuvens
5712	"in (zijn?) vaan(del) lopen"	"kerkbanier, hemdslip"	Leuvens
5713	"in goede handen gevallen zijn"	"op de juiste plek zijn (ook ironisch)"	Leuvens
5714	"in duigen vallen"	"plannen die niet doorgaan, uiteenvallen, verloren gaan"	Leuvens
5715	"van zijn zelven gaan/vallen/liggen"	"in bezwijming"	Leuvens
5716	"van geen hout gemaakt zijn"	"gevoelens hebben"	Leuvens
5717	"van zelvens/van eigen(s) spreken"	"evident zijn"	Leuvens
5718	"achter (iemand zijn) veren zitten"	"hem op de hielen zitten"	Leuvens
5719	"in een slecht vel steken"	?	Leuvens
5720	"niet in (zijn?) vel willen? steken"	?	Leuvens
5721	"aan (uw?) vel komen"	"u vastnemen"	Leuvens
5722	"tussen vel en vlees lachen"	heimelijk	Leuvens
5723	"aan (iemand) verliezen"	"het verlies van iemand gevoelen"	Leuvens
5724	"niet in de wieg versmacht zijn"	"zegt men van iem. die op een gezegende ouderdom sterft"	Leuvens
5725	"in (iets) verward zijn"	betrokken	Leuvens
5726	"op (iets/iemand) verzot zijn"	"veel houden van iets of iemand"	Leuvens
5727	"aan (zijn) vet niet geladen zijn"	"mager zijn"	Leuvens
5728	"op (zijn) vet leven"	"van zijn inkomsten"	Leuvens
5729	"op een andermans vijver vissen"	"in iemands water varen"	Leuvens
5730	"in (zijn) armen vliegen"	"vol emotie iemand omarmen"	Leuvens
5731	"onder de voeten treden"	"onder de voeten trappen"	Leuvens
5732	"met handen en voeten zeggen"	nadrukkelijk	Leuvens
5733	"in volle vlag staan"	?	Leuvens
5734	"voor de deur staan"	"ieder ogenblik kunnen beginnen, komen"	Leuvens
5735	"voor den dag komen"	"opduiken, zichtbaar worden"	Leuvens
5736	"op (iemand) kunnen voortgaan"	"d.i. steunen, iem. Mogen betrouwen"	Leuvens
5737	"in (zijne) vuist lachen"	"heimelijk lachen"	Leuvens
5738	"met vuur spelen"	"gevaarlijke dingen doen"	Leuvens
5739	"in 't water vallen"	mislukken	Leuvens
5740	"op nen weer zitten"	"lang over iets zagen, spreken"	Leuvens
5741	"naar den bekenden weg vragen"	"vragen naar hetgeen men al weet"	Leuvens
5742	"naar den anderen wereld zenden"	?doden	Leuvens
5743	"van (iets) weten"	"erdoor lijden"	Leuvens
5744	"op (iemand) winnen"	"hem inhalen"	Leuvens
5745	"op droog zaad zitten"	"zegt men wanneer de pot ledig is"	Leuvens
5746	"met pak en zak optrekken"	?	Leuvens
5747	"in genen zak lopen"	"ge kunt niet gaan en handelen zonder gezien te worden"	Leuvens
5748	"aan één zeel trekken"	samenspannen	Leuvens
5749	"op halver zeven staan"	scheef	Leuvens
5750	"op (zijn) zeventien gemakken afkomen"	?	Leuvens
5751	"op geen kleintje zien"	"mild zijn"	Leuvens
5752	"door een zift gegaan zijn"	"fijn zijn"	Leuvens
5753	"van (zijn?) zinnen beroofd zijn"	?	Leuvens
5754	"op hete kolen zitten"	"ongeduldig of ongedurig zitten"	Leuvens
5755	"achter (iemand) zitten"	"iemand achtervolgen"	Leuvens
5756	"op (zijnen?) tas zitten"	"gierig zijn"	Leuvens
5757	"op zwadder gaan"	"op zwier gaan"	Leuvens
5758	"van den langen arm hebben"	"traag in 't werk zijn"	Leuvens
5759	"op (zijnen?) donder gehad hebben"	"ruzie of slaag gekregen hebben"	Leuvens
5760	"in (zijn?) doos gehad hebben"	"verwijt of slaag"	Leuvens
5761	"in (uw) hand hebben"	"schertsend: ge moogt er niet op rekenen"	Leuvens
5762	"(veel?) van (iemand) hebben"	"er erg op lijken?"	Leuvens
5763	"van den aaman (ouman) hebben"	"zegt men van een kind dat cachectisch (uitgemergeld) is"	Leuvens
5764	"van nən oeətiərəndən oet* zoən"	"? (*uitterenden aard=?)"	Leuvens
5765	"van ne slechten aard (oet) zijn"	"zwak, ziekelijk"	Leuvens
5766	"ten achtere zijn"	"met een werk, een betaling N.B. p.18 ten achter(e) blijven wordt fig. gebruikt en bet.""iets niet doen in de mate van de anderen"""	Leuvens
5767	"achter of voor zijn"	"altijd bezig"	Leuvens
5768	"uit (zijnen) adem zijn"	"buiten adem zijn"	Leuvens
5769	"van (haren?) man af zijn"	"gescheiden of: ze heeft hem verlaten"	Leuvens
5770	"on d'administroesə zoən"	"bediende of ambtenaar bij 't gemeentebestuur zijn"	Leuvens
5771	"naar den anderen wereld zijn"	"?gestorven zijn"	Leuvens
5772	"van goeden appetijt (appətoət) zijn"	"?goed kunnen eten"	Leuvens
5773	"voor den (fijnen) baf* zijn"	"? (*het eten, doorgaans het veel of goed eten)"	Leuvens
5774	"op de been zijn"	"ergens zijn, niet langer ziek zijn"	Leuvens
5775	"wel te been zijn"	"ergens zijn, niet langer ziek zijn"	Leuvens
5776	"in pətéttər* zoən"	"in beteutering, in drukte zijn (*vervorming van 'beteuterd')"	Leuvens
5777	"bij der hand zijn"	"handig zijn"	Leuvens
5778	"(niet) er bij of omtrent zijn"	"(niet) aanwezig"	Leuvens
5779	"er bij zijn"	"een oog in 't zeil houden, zijn best doen, knap te werk gaan"	Leuvens
5780	"bij de werk krijgen"	"door werken winnen"	Leuvens
5781	"voor den bik zijn"	?	Leuvens
5782	"tegen (zijn?) botten zijn"	"hij zal't niet verkrijgen, 't zal hem niet lukken"	Leuvens
5783	"in (mijn?) botten zijn"	"plezier doen"	Leuvens
5784	"(nog?) in (zijn?) eerste broek zijn"	"?heel jong zijn"	Leuvens
5785	"(nog?) in den bussel (bissəl) zijn"	?	Leuvens
5786	"(niet?) in (zijne) cèntər zijn"	?	Leuvens
5787	"den dieperik in zijn"	"ondergang inzake fortuin"	Leuvens
5788	"voor den drank zijn"	drinken	Leuvens
5789	"in 't droge zijn"	"beschut van al wat onaangenaam is"	Leuvens
5790	"van dən aavən iəd zoən"	"ze is van den ouden eed = van de oude mode, den oude stempel of tijd - dat is nog van den ouden eed = nog deugdelijk, of ook reeds uit de mode"	Leuvens
5791	"(niet?) op zijnen eet (éét) zijn"	?	Leuvens
5792	"in (zijn) èləmènt zijn"	"in hun midden, in hun geliefkoosd, bekend werk, enz."	Leuvens
5793	"in de fleur (fléér) zijn"	?	Leuvens
5794	"in (zijn?) furie (fierə) zijn"	"hevige gramschap"	Leuvens
5795	"in gang (gank) zijn"	"""aan de gang zijn"""	Leuvens
5796	"op gang (gank) zijn/gaan"	"op zwier"	Leuvens
5797	"in 't gareel (gəriəl) zijn"	"ingespannen, getrouwd, enz. Zijn"	Leuvens
5798	"van het gedacht zijn"	?	Leuvens
5799	"uit het gezicht zijn"	?	Leuvens
5800	"naar (mijne?) hand zijn"	?	Leuvens
5801	"bij der hand zijn"	"1. behendig, 2. dichtbij"	Leuvens
5802	"op handen zijn"	?	Leuvens
5803	"uit een goed hart zijn"	?	Leuvens
5804	"het hart in zijn"	droef	Leuvens
5805	"voor den heb (ém) zijn"	?	Leuvens
5806	"den hoek om zijn"	dood	Leuvens
5807	"in de gelapte kous zijn"	getrouwd	Leuvens
5808	"voor den krijg (kroig) zijn"	?	Leuvens
5809	"in (zijnen) kwade zijn"	"in zijn kwade jaren, of in zijn slecht humeur"	Leuvens
5810	"in den la(m)brènt (labyrint) zijn"	"in de problemen zitten"	Leuvens
5811	"op de lappen zijn"	"op zwier zijn"	Leuvens
5812	"in mijn lijf zijn"	"(plat) dat is in mijn lijf = dat doet me plezier"	Leuvens
5813	"naar de maan zijn"	"voorbij zijn, kapot gegaan zijn"	Leuvens
5814	"boven (mijn?) macht zijn"	"niet binnen mijn invloed, buiten mijn kunnen"	Leuvens
5815	"tegen (zijnen?) neus aan zijn"	"niet hebben wat men verlangt"	Leuvens
5816	"in (mijne?) olie zijn"	"plezier doen"	Leuvens
5817	"ten onderen zijn"	"geruïneerd zijn"	Leuvens
5818	"niet? goed voor (uw?) ogen zijn"	"je moet dat niet bekijken, want je krijgt het toch niet, want je bent te jong, te onervaren om zo iets te zien"	Leuvens
5819	"op (zijn) paard zijn"	"boos, kittelorig"	Leuvens
5820	"in (zijne?) pin zijn"	gram	Leuvens
5821	"in (zijnen?) pontifex zijn"	"op zijn beste gekleed"	Leuvens
5822	"in den put zijn"	"in't graf"	Leuvens
5823	"van geen refuus zijn"	?	Leuvens
5824	"van den derden regel zijn"	?	Leuvens
5825	"op een slecht spoor zijn"	"?op het slechte pad"	Leuvens
5826	"op (zijn) stekken zijn"	"te been zijn"	Leuvens
5827	"van den ouden stempel zijn"	"van oude manieren gebruikmaken en niet van nieuwe apparaten"	Leuvens
5828	"op straat zijn"	"d.i. zonder levensmiddelen"	Leuvens
5829	"aan de sukkel zijn"	"sukkelen, in de ellende of tegenspoed zijn"	Leuvens
5830	"naar (mijnen?) tand zijn"	smaak	Leuvens
5831	"van den tand zijn"	?	Leuvens
5832	"van geen tel zijn"	"niet meetellen, onbelangrijk zijn"	Leuvens
5833	"bij den troep zijn"	leger	Leuvens
5834	"boven (mijn?) verstand zijn"	"niet begrijpen"	Leuvens
5835	"van (zijn) verstand zijn"	zinneloos	Leuvens
5836	"in (zijnen) viezen zijn"	"in zijn schalks humeur zijn"	Leuvens
5837	"onder de voeten zijn"	"zeer ziek"	Leuvens
5838	"op goeien voet zijn"	"te wege zijn, ook fig. goede zaken maken"	Leuvens
5839	"bij (zijn) volle verstand zijn"	"helemaal bij de les"	Leuvens
5840	"in de weer zijn"	"druk bezig zijn"	Leuvens
5841	"voor de wereld zijn"	"verzachte spreuk voor zinsgenot"	Leuvens
5842	"in den wind zijn"	"een roes hebben"	Leuvens
5843	"in de wolken zijn"	"hoogst verheugd"	Leuvens
5844	"om zeep zijn"	verloren	Leuvens
5845	"buiten kennis zijn"	"?buiten westen"	Leuvens
5846	"in de zoeten inval zijn"	"daar wordt altijd iedereen gastvrij ontvangen, onthaald"	Leuvens
5847	"(iemand) də doeət ondoen"	"dodelijk verschrikken"	Leuvens
5848	"(iemand) dən dievel ondoen"	"plagen, negeren, judassen"	Leuvens
5849	"(iemand) den teen afdraaien"	"iemand erg vervelen"	Leuvens
5850	"(iemand) het vel afstropen (afstroeəpe)"	"?te veel doen betalen"	Leuvens
5851	"(iemand) het vel aftrékə/afstropen"	"te veel doen betalen"	Leuvens
5852	"(iemand) den baard (boed) afdoen"	"de baas zijn, overtreffen"	Leuvens
5853	"(iemand) de deur (dé) wijzen"	"iemand wegsturen"	Leuvens
5854	"(iemand) het gat likken"	"heel erg met iemand slijmen; erg onderdanig, nederig tegen iemand doen"	Leuvens
5855	"(iemand) het hart afzagen"	"iemand lastig maken door gestadig gezaag"	Leuvens
5856	"(iemand) de les spellen"	"iemand de les lezen"	Leuvens
5857	"(iemand) de mouw vagen"	vleien	Leuvens
5858	"(iemand) de keel uithangen"	"ergens genoeg van hebben"	Leuvens
5859	"(iemand) den pols voelen/tasten"	"iemand uithoren"	Leuvens
5860	"het? (zich) laten voorstaan"	"veel aanmatiging hebben"	Leuvens
5861	"het? (jullie?) wensen"	"er van onder trekken, u verlaten"	Leuvens
5862	"(iemand) het leven zuur maken"	"iemands leven vervelend maken"	Leuvens
5863	"(iemand) de ogen verblinden"	"iemand door uiterlijke schijn misleiden"	Leuvens
5864	"(iemand) een affront bakken/aandoen"	"iemand een kool stoven"	Leuvens
5865	"(iemand) een farce bakken"	"iemand een kool stoven"	Leuvens
5866	"(iemand) een part bakken"	"iemand een kool stoven"	Leuvens
5867	"(iemand) een poets bakken"	"iemand een kool stoven"	Leuvens
5868	"(zich) nen breuk lachen"	"zeer smakelijk lachen"	Leuvens
5869	"(zich) nen bult lachen"	"zeer smakelijk lachen"	Leuvens
5870	"(iemand) ne kol geven"	afstraffing	Leuvens
5871	"(iemand) een lap draaien"	"een slag, een wonde toebrengen"	Leuvens
5872	"(iemand) een wiek draaien"	"een slag geven, een wonde veroorzaken, verlies doen ondergaan"	Leuvens
5873	"(iemand) een farce bakken"	"?een poets bakken"	Leuvens
5874	"(iemand) een lap zetten"	"hem enig verlies doen ondergaan, enig nadeel berokkenen"	Leuvens
5875	"(iemand) een ruisching (rösing) geven"	"een pak slaag, overwinnen in 't spel"	Leuvens
5876	"(iemand) nen tand trekken"	"zagen, bedriegen"	Leuvens
5877	"(iemand) nen toer spelen"	"een poets bakken"	Leuvens
5878	"(iemand) een oog uitslagen"	?	Leuvens
5879	"(iemand) een woordeken willen? zeggen"	?	Leuvens
5880	"(zich) een pint goed bloed lachen"	?	Leuvens
5881	"(iemand) ne goeden doorslag geven"	"in de winkel: goed gediend"	Leuvens
5882	"(iemand) ne lelijken trek spelen"	?	Leuvens
5883	"(iemand) baard maken"	"in 't spel zijn geld afwinnen, zodat hij niets meer bezit om voort te spelen"	Leuvens
5884	"(iemand) bastaard (bastoet) maken"	?	Leuvens
5885	"(iemand) jetje geven"	"van Jetje"	Leuvens
5886	"(iemand/zich) katoen geven"	"hij gaf (hem) van katoen, d.i. hij deed zijn best of hij ranselde hem af"	Leuvens
5887	"(iemand) meester zijn"	"beter zijn dan iemand"	Leuvens
5888	"(iets) soldaat maken"	"opeten, uitdrinken"	Leuvens
5889	"(iemand) troef geven"	slaag	Leuvens
5890	"(iemand) goede woorden geven"	?	Leuvens
5891	"(zich) (geen?) kwaad bloed maken"	?	Leuvens
5892	"(iemand) neus en oren afeten"	"iemand arm eten"	Leuvens
5893	"(iemand) neus en oren afvrètə"	"veel eten en duur kosten van onderhoud"	Leuvens
5894	"(iemand) armen* en benen breken"	?	Leuvens
5895	"(iemand) giən* oeərən onoeə"	"niets wijsmaken, d.i. hij is geen ezel (*altijd negatief?)"	Leuvens
5896	"(mij?) genen* roden duit overblijven"	"betekenis? (*altijd negatief?)"	Leuvens
5897	"(mij?) geen *wonder geven"	"me niet verwonderen"	Leuvens
5898	"(iemand) zijn paspoort geven"	wegzenden	Leuvens
5899	"(iemand) (zijne?) rede geven"	"wat men te zeggen heeft, zijn mening"	Leuvens
5900	"(iemand) zijnen bol wassen"	?	Leuvens
5901	"(iemand) zijnen kop breken"	"zijne koppigheid meester worden"	Leuvens
5902	"(iemand) iets lappen"	"een part spelen, een verlies doen ondergaan"	Leuvens
5903	"(iemand) iets betaald zetten"	"met iemand afrekenen; iemand iets vergelden, inpeperen"	Leuvens
5904	"nen kei het vel afdoen"	"hij is zeer vrekkin; men kan niets, geen geld bekomen van wie niets heeft"	Leuvens
5905	"een fles den hals kraken"	"ze uitdrinken"	Leuvens
5906	"(iemand) op (zijn) zokken horen afkomen"	"men raadt welke bedoelingen iemand heeft"	Leuvens
5907	"(iemand) van verre zien afkomen"	"zegt men aan iemand die iets te duur heeft betaald"	Leuvens
5908	"(iemand) op April (uit)zenden"	?	Leuvens
5909	"(iemand) ten beste spreken"	verdedigen	Leuvens
5910	"(iemand) aan de deur (dé) smijten/werpen"	?	Leuvens
5911	"(zich) in de doeken (laten?) leggen"	"?zich laten verwennen"	Leuvens
5912	"(iemand) op zijn woord geloven"	"iemand geloven bij ja en nee"	Leuvens
5913	"(iemand) in de war helpen (éləpə)"	?	Leuvens
5914	"(zich) van kant maken"	"zelfmoord plegen"	Leuvens
5915	"(iemand) mé (zən) kiəl pakken"	"iemand bij de keel vatten"	Leuvens
5916	"(iemand) mé (zijnen) kraag pakken"	"bij de kraag vatten"	Leuvens
5917	"(iemand) met vrede laten"	"iemand laten begaan, gerust laten"	Leuvens
5918	"(iemand) met den neus leiden"	beetnemen	Leuvens
5919	"(iemand) met (zijn) oren trekken"	"hij moet altijd aangezet worden"	Leuvens
5920	"(iemand) op (zijn) plaats zetten"	"iemand nadrukkelijk op zijn fouten wijzen"	Leuvens
5921	"(iemand) tegen de muur plakken"	"niet naar de mis gaan, verzuimen"	Leuvens
5922	"(iemand) op den rechten weg helpen"	"op het rechte pad"	Leuvens
5923	"(iemand) met (zijn) schabbernak pakken"	?	Leuvens
5924	"(iemand) scheren zonder zeep"	bedriegen	Leuvens
5925	"(iemand) met zijne slip trekken"	"zijn schuld eisen"	Leuvens
5926	"(iemand) door den stront trekken"	"met iemand de gek houden"	Leuvens
5927	"(iemand) met geen tang aanpakken"	?	Leuvens
5928	"(iemand) met zijn tong pakken"	"hem bij het woord vatten, voor wat hij zegt een proces aandoen"	Leuvens
5929	"(iemand) voor vuilen/rotten vis uitmaken"	"iemand uitschelden voor alles wat mooi en lelijk is"	Leuvens
5930	"(iemand) met nen wip zien"	"met een oogslag"	Leuvens
5931	"(iemand) vé dən oep avə"	?	Leuvens
5932	"(iemand) aan den tel houden"	"aan de praat"	Leuvens
5933	"(iets) voor nen appel en een ei kopen"	goedkoop	Leuvens
5934	"(iets) ten beste geven"	"te drinken of te eten"	Leuvens
5935	"(iets) op de wilden bof doen"	"op goed valle 't uit, zonder zorg"	Leuvens
5936	"(iets) voor den dag brengen"	?	Leuvens
5937	"(iets) uit zijnen duim (doeəm) zuigen"	?	Leuvens
5938	"(iets) met (zijn) eigen ogen zien"	?	Leuvens
5939	"(iets) voor geen geld willen doen"	?	Leuvens
5940	"(iets) in den grabbel werpen"	"zomaar weggooien"	Leuvens
5941	"(iets) met een half oog (be)zien"	?	Leuvens
5942	"(iets) met zeven handen kwijt geraken"	"met het grootste gemak verkopen"	Leuvens
5943	"(iets) van de goede kant opnemen"	"zonder boos te worden"	Leuvens
5944	"(iets) van alle kanten bezien"	?	Leuvens
5945	"(iets) van kant helpen"	?	Leuvens
5946	"(iets) voor een pan eieren kopen"	goedkoop	Leuvens
5947	"(iets) met ne lossen kop doen"	"zonder nadenken"	Leuvens
5948	"(iets) met lede ogen aanzien"	"iets met tegenzin zien gebeuren"	Leuvens
5949	"(iets) in den weg leggen"	?	Leuvens
5950	"(iets) op (iemand zijn) mouw speten"	"iemand iets wijsmaken"	Leuvens
5951	"(iets) aan (iemand zijn) neus hangen"	?	Leuvens
5952	"(iets) aan de ganzen wijs maken"	"hiermee kun je mij niet foppen"	Leuvens
5953	"(iets/iemand) in iərən aavə"	"er zorg voor dragen (ook voor personen?)"	Leuvens
5954	"(iets/iemand) onder de handen nemen"	"iets/iemand aanpakken"	Leuvens
5955	"den dag (er?)door (kunnen?) zien"	?	Leuvens
5956	"de dood voor ogen zien"	?	Leuvens
5957	"den dievel voor zijne nieuwjaar krijgen"	"stank voor dank"	Leuvens
5958	"het koppeken in 't schootje leggen"	"zich onderwerpen"	Leuvens
5959	"de klokken voor (iets) doen luiden"	"wanneer iemand iets buiten zijn gewoonte, buiten alle verwachting doen of zegt"	Leuvens
5960	"de nagel op de kop slagen"	?	Leuvens
5961	"de deur voor (mijnen?) neus toedoen"	?	Leuvens
5962	"de hand van (iemand) aftrékə"	"niet meer helpen"	Leuvens
5963	"dən ajoepa méj (iemand) spélə"	"lett. ""met iemand ballen als met een kind"", sollen en dan fig. jokken, spotten"	Leuvens
5964	"(het?) onder geen stoelen of banken stoppen"	"het onder geen stoelen of banken steken"	Leuvens
5965	"(het?) aan de bomen vertellen"	"zo vol is 't gemoed van zijn wedervaren"	Leuvens
5966	"aan (iemand) den dans van 't koperen kruis leren"	?	Leuvens
5967	"de knie voor (iemand) buigen"	?	Leuvens
5968	"de pijp aan Marten geven"	"het opgeven"	Leuvens
5969	"ne sèns in twiə boətə"	"gierig zijn"	Leuvens
5970	"(een) haar in de boter zoeken"	"moeilijkheden zoeken, vitten"	Leuvens
5971	"een haar in de boter vinden"	"een bezwaar, een gebrek vinden"	Leuvens
5972	"een rad voor de ogen draaien"	?	Leuvens
5973	"een kont (er?)van kweken"	"er slecht mee varen, een slechte uitslag mee hebben"	Leuvens
5974	"een pleister op een wond leggen"	?	Leuvens
5975	"een oord in de schaal leggen"	"scherts. ook zijn oordeel over iets te kennen geven"	Leuvens
5976	"een spel voor (iemand) zijn"	"een kleine moeite"	Leuvens
5977	"spel (er?)mee hebben"	last	Leuvens
5978	"nen trek aan (iemand) geven"	?	Leuvens
5979	"nen dans aan (iemand) leren"	"?iemand kastijden"	Leuvens
5980	"een oikə met (iemand) te pellen hebben"	"iemand zijn les te spellen, een berisping te geven hebben"	Leuvens
5981	"een roede maken voor zijn eigen gat"	"een put voor een ander maken en er zelf invallen"	Leuvens
5982	"(maar?) een kleintje voor (iemand) zijn"	"gezegd van een zaak: dat is maar een kleintje voor hem"	Leuvens
5983	"een goed woord voor (iemand) doen"	"iemand bij een ander aanbevelen"	Leuvens
5984	"nen harden slag voor (iemand) zijn"	"een flinke tegenslag"	Leuvens
5985	"barabbas op (iemand) roepen"	"zich over iemand op hevig ongunstige wijze uitlaten"	Leuvens
5986	"oolən oep ət vie gietə"	?	Leuvens
5987	"honing (éénink) aan (iemands) mond smeren"	?	Leuvens
5988	"olie op het vuur scheppen"	"een reeds zeer gespannen situatie wordt door één extra gebeurtenis of opmerking tot een uitbarsting gebracht"	Leuvens
5989	"water naar de zee dragen"	"iets doen wat totaal zinloos, overbodig is"	Leuvens
5990	"adjé zeggen aan 't goed/gemakkelijk leven"	"het goed/gemakkelijk leven is uit voor hem"	Leuvens
5991	"Frans contər allə mènse* spreken"	"schertsend van iemand die altijd uitpakt met Frans, of slecht Frans spreek"	Leuvens
5992	"woorden met (iemand) krijgen"	"ruzie krijgen"	Leuvens
5993	"beentjes in (alles?) vinden"	bezwaren	Leuvens
5994	"kastiələn in də loch baavə"	?	Leuvens
5995	"pətaatə mé kazakkən étə"	?	Leuvens
5996	"oude koeien uit de gracht halen"	"(opnieuw) beginnen over iets dat vroeger is voorgevallen"	Leuvens
5997	"blauwe bloemkens op (iemand zijne) mouw speten"	"iemand iets op de mouw spelden"	Leuvens
5998	"kort recht met (iets) spelen"	"er spoedig een einde aan maken"	Leuvens
5999	"schoon weder met (iets) spelen"	"ermee pronken, den groten heer uithangen"	Leuvens
6000	"eten en drinken (er?)voor laten (staan)"	?	Leuvens
6001	"(veel?) graten (er?)in vinden"	bezwaren	Leuvens
6002	"geen kop of gat (er?)aan krijgen"	"geen kop of staart"	Leuvens
6003	"(geen) traan (er?)voor laten"	"het kan me niet schelen"	Leuvens
6004	"geen hand voor (zijn) ogen zien"	"zich in totale duisternis (of dichte mist) bevinden"	Leuvens
6005	"(zən?) broek (goe?) (doe?)van afschidə"	"zich van de karwei, enz. goed ontlast hebben"	Leuvens
6006	"(zijn? zinnen (er?)van aftrékə"	?	Leuvens
6007	"(zijn?) botten (er?)aan vagen"	"t is hem onverschillig"	Leuvens
6008	"(zijn?) broek (er?)aan scheuren"	"aan verliezen"	Leuvens
6009	"aan (iemand) (zijn?) broek vegen"	?	Leuvens
6010	"(zijn?) kap naar de wind draaien"	?	Leuvens
6011	"(zijn?) broek (er?)aan vegen"	"t is hem onverschillig"	Leuvens
6012	"(zijn?) latijn in (iets) steken"	"er zijn moeite aan besteden"	Leuvens
6013	"(zijne?) meester in (iemand) vinden"	?	Leuvens
6014	"(zijne?) pollevijs (er?)aan vagen"	?	Leuvens
6015	"(uw?) tranen voor later sparen"	"niet huilen"	Leuvens
6016	"(zijn) achterlappen* (er?)aan vegen"	"er niets om geven (*=?)"	Leuvens
6017	"(zijn) vingeren (er?)aan (ver)branden"	?	Leuvens
6018	"(zijne) kop met (iets) breken"	?	Leuvens
6019	"(zijn?) gat zonder papier vegen"	"dat spreekt vanzelf"	Leuvens
6020	"(zijn?) hand niet? aan (iemand?) vuil maken"	"hem niet aanpakken, met de daad of het woord"	Leuvens
6021	"(mijnen) kop (er?)voor zetten"	"mijn hoofd erom verwedden"	Leuvens
6022	"(zijn) lippen (er?)van aflikken"	"genieten omdat het lekker is"	Leuvens
6023	"(zijnen?) neus (er?)voor optrekken"	"er geen achting/lust voor hebben"	Leuvens
6024	"(zijn?) neus op (iemand) geslagen hebben"	"hij heeft een meisje lief"	Leuvens
6025	"iets (er?)van krijgen"	"een ziekte van opdoen"	Leuvens
6026	"niets (er?)uit maken"	"niet treffen, niet verdrieten"	Leuvens
6027	"(iemand) in de gaten hebben"	"zicht houden op iemand/de situatie"	Leuvens
6028	"(iets) achter de rug hebben"	"een werk, een karwei voltooid hebben"	Leuvens
6029	"(iet) in de boois émə"	"iets bespeuren dat heimelijk gebeurt"	Leuvens
6030	"(iets) in de mot hebben"	"iets bespeuren dat heimelijk gebeurt"	Leuvens
6031	"(iets) aan de hand hebben"	"met iets bezig zijn"	Leuvens
6032	"(iets) op (zijn) hart hebben"	"iets te vertellen hebben"	Leuvens
6033	"((n)iets) tegen (iets/iemand) hebben"	"iets/iemand (niet) goed kunnen verdragen"	Leuvens
6034	"(iet) in zénə kop émə"	"iets willen"	Leuvens
6035	"(iets) in zijn ster hebben"	?	Leuvens
6036	"(het?) aan de X* (zitten) hebben"	"ziek zijn aan X*(bvb de maag)"	Leuvens
6037	"(het?) aan (zijn?) been hebben"	"het spel/proces verliezen"	Leuvens
6038	"(het?) aan (zijn?) botten hebben"	"het spel/proces verliezen"	Leuvens
6039	"(het?) aan (zijn?) broek hebben"	"het spel/proces verliezen"	Leuvens
6040	"(het?) aan (zijn?)gilet hebben"	"het spel/proces verliezen"	Leuvens
6041	"den tijd aan REFL hebben"	?	Leuvens
6042	"(het?) aan den adem (oesəm) hebben"	"kortademig zijn"	Leuvens
6043	"den adem (oesəm) van (iemand) rieken"	"zijn inzichten vermoeden, raden"	Leuvens
6044	"(het vel) (over de benen) hebben"	"?mager zijn"	Leuvens
6045	"(het?) hoog (oeəg) in (zijnen) bol hebben"	"hovaardig zijn"	Leuvens
6046	"(het?) (hoog) in (zijn) bovenkamer hebben"	"fier, hovaardig zijn"	Leuvens
6047	"(het?) aan (zijn) broek hebben"	"moeten betalen"	Leuvens
6048	"de nagel van (mijn?) doodkist zijn"	?	Leuvens
6049	"den eerste van achter zijn"	"de laatste (schertsend)"	Leuvens
6050	"de benen uit zijn gat lopen"	"?snel lopen"	Leuvens
6051	"de waarde van 't geld (niet) kennen"	?	Leuvens
6052	"de groei in de knie/benen hebben"	?	Leuvens
6053	"(het?) op de borst hebben"	"het zitten hebben"	Leuvens
6054	"den hik in (zijne) benen hebben"	"dronken zijn"	Leuvens
6055	"het woord op (mijn) lippen hebben"	"?alles zeggen wat ik denk"	Leuvens
