sentence_id	original	translation	gloss	grammaticality	sentence_answerset_id	sentence_strategy_id
1801	"Ge wiltj tissen sches en boeim ni tissenkommen."			ok	Aalsters	1882
1802	"Ge zol tissen sches en boeim ni tissengekommen emmen."			*	Aalsters	1882
1803	"Tissen sches en boeim werd/es er ni tissengekommen (deer ons)."			ok	Aalsters	1882
1804	"Ik kom/ge komt ni tissen sches en boeim tissen."			ok	Aalsters	1882
1805	"Ge zeltj/goot tissen boeim en sches ni tissenkommen."			ok	Aalsters	1882
1806	"Amai, tissen sches en boeim meigde zeiker ni tissenkommen."			ok	Aalsters	1882
1807	"'t goot op ginna kaa stien vallen."			%	Aalsters	1903
1808	"[Da ge geloegen etj] zal op ginne kaa stiejn vallen."			%	Aalsters	1903
1809	"'t valt op ginne kaa stien"			%	Aalsters	1903
1810	"Op ginna kaa stien zal 't vallen dat'n bedroegen eit."			*	Aalsters	1903
1811	"De spannord eed'em gesneen."			*	Aalsters	1941
1812	"Hij is van dieje(n) spannord gesneen."			*	Aalsters	1941
1813	"A wierd van de spannord gesneen."			Unknown	Aalsters	1941
1814	"A es van den oevertoigende spannord gesneen."			Unknown	Aalsters	1941
1815	"Hij is van nen spannord gesneen."			*	Aalsters	1941
1816	"A es van de scherpe spannord gesneen."			*	Aalsters	1941
1817	"Hij is van zennen spannord gesneen."			*	Aalsters	1941
1818	"Hij is van elken spannord gesneen."			*	Aalsters	1941
1819	"Est'n van de spannord gesneen? Amai, van de spannord est'n zeiker gesneen."			*	Aalsters	1941
1820	"A kaan oit zen voeten."			*	Aalsters	1943
1821	"Awel, oit de voeten kan'n zeiker."			%	Aalsters	1943
1822	"Z'emmen (hem) in zen wiek geschoeten."			*	Aalsters	1944
1823	"Ge werdt/wierd in  a wiek geschoeten."			%	Aalsters	1944
1824	"Amai, in zen a wiek es'n zeiker geschoeten."			*	Aalsters	1944
1825	"Ge stotj/zitj a (weiral) nen hieten te weiremen."			*	Aalsters	1992
1826	"In de file werdt er (em) nen hieten geweiremd deer menne pa."			*	Aalsters	1992
1827	"G'etj a (weiral) nen hieten geweiremd."			*	Aalsters	1992
1828	"Ge weiremt a atoid nen hieten."			*	Aalsters	1992
1829	"Jaja, nen hieten est'n em zeiker on't weiremen."			*	Aalsters	1992
1830	"Ge meigt/moet er giejnen stoot op mauken."			%	Aalsters	2050
1831	"Ge wiltj er giejnen stoot op mauken."			%	Aalsters	2050
1832	"Ge zotj er giejnen stoot op mauken."			%	Aalsters	2050
1833	"Op zèn weirk werdt er op èm giejnen stoot gemaukt (deer zennen boos)."			%	Aalsters	2050
1834	"Ge mokt/moken d'er giejnen stoot op."			%	Aalsters	2050
1835	"Ge gotj/zeltj er giejnen stoot op mauken."			%	Aalsters	2050
1836	"Ne stoot kennemen op men broer ni mauken."			%	Aalsters	2050
1837	"D'er op / Op men broer kennemen giejnen stoot mauken."			%	Aalsters	2050
1838	"A eet zen hand in 't spel."			*	Aalsters	2082
1839	"A eet zen hand in zen spel."			*	Aalsters	2082
1840	"A eet d'hand in zen spel."			*	Aalsters	2082
1841	"Awel, d'hand emmek zeiker in 't spel."			%	Aalsters	2082
1842	"Awel, d'hand in 't spel emmek zeiker."			%	Aalsters	2082
1843	"A ziet 't wit oit eer oeigen."			%	Aalsters	2126
1844	"A ziet 't wit oit d'oeigen."			*	Aalsters	2126
1845	"A ziet eer wit oit eer oeigen."			*	Aalsters	2126
1846	"A ziet eer wit oit d'oeigen."			*	Aalsters	2126
1847	"A ziet eer 't wit oit d'oeigen."			%	Aalsters	2126
1848	"Awel, 't wit zing ek em zeiker oit d'oeigen."			%	Aalsters	2126
1849	"Awel, 't wit oit d'oeigen zing ek em zeiker."			*	Aalsters	2126
1850	"Ze zaugt d'oeiren van zenne kop."			%	Aalsters	2127
1851	"Ze zaugt d'oeiren van de kop."			*	Aalsters	2127
1852	"Ze zaugt zen oeiren van zenne kop."			%	Aalsters	2127
1853	"Ze zaugt zen oeiren van de kop."			*	Aalsters	2127
1854	"Ze zaugt hem d'oeiren van de kop."			%	Aalsters	2127
1855	"Awel, d'oeiren zaugek em zeiker van de/zenne kop."			%	Aalsters	2127
1856	"Awel, d'oeiren van de/zenne kop zaugek em zeiker."			%	Aalsters	2127
1857	"Ge zol me a kenneken nor 't fabriek terren."			*	Aalsters	2131
1858	"Ge moet/meigt me a kenneken nor 't fabriek terren."			%	Aalsters	2131
1859	"Ge wiltj me a kenneken nor 't fabriek terren."			%	Aalsters	2131
1860	"Noor a slechte resultoten, werd er me a kenneken nor 't fabriek getorren."			*	Aalsters	2131
1861	"Ge goot/zeltj me a kenneken nor 't fabriek terren."			%	Aalsters	2131
1862	"Ge tert me a kenneken nor 't fabriek."			%	Aalsters	2131
1863	"Nor 't fabriek kejje terren me a kenneken!"			%	Aalsters	2131
1864	"Zennen heirink moet ni breen."			*	Aalsters	2201
1865	"Zennen heirink kan ni breen."			%	Aalsters	2201
1866	"Zennen heirink zol ni breen."			%	Aalsters	2201
1867	"Ba de maskes wierd er ni gebreen deer zennen heirink."			*	Aalsters	2201
1868	"Zennen heirink got/zal ni breen."			%	Aalsters	2201
1869	"Zennen heirink breet/bakt ni."			ok	Aalsters	2201
1870	"Zen bloed kabbelt van 't verschieten."			ok	Aalsters	2204
1871	"Van't verschieten kabbelde(ge)n zen bloed."			%	Aalsters	2204
1872	"Zenne frang viel."			ok	Aalsters	2227
1873	"Een aa kapelle moe je versieren."			%	Aalsters	2240
1874	"Een aa kapelle mag versierd zen."			%	Aalsters	2240
1875	"Een aa kapelle kan versierd zen."			%	Aalsters	2240
1876	"Een aa kapelle wil versierd zen."			*	Aalsters	2240
1877	"Een aa kapelle zol (best) versierd zen."			%	Aalsters	2240
1878	"Een aa kapelle es (best) versierd."			%	Aalsters	2240
1879	"Een aa kapelle werd (best) versierd."			*	Aalsters	2240
1880	"Een aa kapelle got/zal versierd zen."			*	Aalsters	2240
1881	"Jaja, versierd moet een aa kapelle zeiker zen."			%	Aalsters	2240
1882	"Noo dat'n dat accedent had g'had, wierd zenne kees deer Jef geloten."			*	Aalsters	2241
1883	"A liet zenne kees."			ok	Aalsters	2241
1884	"Zenne kees liet'n passeede week."			%	Aalsters	2241
1885	"Menne kop wierd oepen en toe gesleigen."			*	Aalsters	2257
1886	"Menne kop sloot oepen en toe."			ok	Aalsters	2257
1887	"Oepen en toe sloeg menne kop."			%	Aalsters	2257
1888	"Mennen broinen moet/mag da ni trekken."			%	Aalsters	2279
1889	"Mennen broinen wiltj da ni trekken."			%	Aalsters	2279
1890	"Mennen broinen zol da ni trekken."			*	Aalsters	2279
1891	"Da werdt ni getrokken deer mennen broinen."			*	Aalsters	2279
1892	"Mennen broinen trekt/trok da ni."			%	Aalsters	2279
1893	"Mennen broinen goot/zal da ni trekken."			%	Aalsters	2279
1894	"Da kaan mennen broinen ni trekken."			ok	Aalsters	2279
1895	"Gisteren luisde ik de aap, maar vandaag luist mijn broer die aap."			ok	Brugs	2312
1896	"Den aap wordt/was geluist door mijn broer."			?	Brugs	2312
1897	"Hij luist de slapende aap."			?	Brugs	2312
1898	"Nu hij werkloos is, luist hij een aap."			*	Brugs	2312
1899	"Hij luist de enorme aap."			?	Brugs	2312
1900	"Gisteren luisde ik de aap, maar vandaag luist mijn broer zijn aap."			*	Brugs	2312
1901	"Jan wil nooit iets doen, hij luist echt elke aap."			*	Brugs	2312
1902	"Luist je broer den aap nu hij werkloos is? Ja, den aap luist hij zeker!"			*	Brugs	2312
1903	"Meestal zingt Jan de boventoon, maar vandaag zingt Piet die boventoon."			%	Brugs	2325
1904	"Den boventoon werd/was gezongen door hem/mijn broer."			*	Brugs	2325
1905	"Het is echt vervelend, Jan wil altijd een boventoon zingen."			%	Brugs	2325
1906	"Jan zingt altijd de mooiste / hoogste boventoon."			%	Brugs	2325
1907	"Meestal zingt Jan de boventoon, maar vandaag zingt Piet zijn boventoon."			%	Brugs	2325
1908	"Thuis, op het werk, ... Jan zingt elke boventoon."			%	Brugs	2325
1909	"Iedereen wou de beste zijn, maar de boventoon zong Jan."			%	Brugs	2325
1910	"Meestal laat zijn broer de breeveertien waaien, maar gisteren liet Piet die breeveertien waaien/Meestal hangt zijn broer de breeveertien uit, maar gisteren hing Piet die breeveertien uit."			*	Brugs	2326
1911	"De breeveertien werd/is uitgehangen door hem/mijn broer."			*	Brugs	2326
1912	"Hij laat de grote breeveertien waaien/Hij hangt de grote breeveertien uit."			%	Brugs	2326
1913	"Als hij uitgaat, laat Piet een breeveertien waaien/Als hij uitgaat, hangt Piet een breeveertien uit."			*	Brugs	2326
1914	"Hij laat de mooie breeveertien waaien/Hij hangt de mooie breeveertien uit."			%	Brugs	2326
1915	"Meestal laat zijn broer de breeveertien waaien, maar gisteren liet Piet zijn breeveertien waaien/Meestal hangt zijn broer de breeveertien uit, maar gisteren hing Piet zijn breeveertien uit."			*	Brugs	2326
1916	"Op café, op restaurant, op de voetbal, ... mijn broer laat elke breeveertien waaien/Op café, op restaurant, op de voetbal, ... mijn broer hangt elke breeveertien uit."			%	Brugs	2326
1917	"Laat Jan de breeveertien waaien als hij uitgaat? Ja, de breeveertien laat hij zeker waaien dan!/Hangt Jan de breeveertien uit als hij uitgaat? Ja, de breeveertien hangt hij zeker uit dan!"			%	Brugs	2326
1918	"Wij willen dat die stap nu doorgetorden wordt!"			%	Brugs	2333
1919	"Den stap werd/is doorgetorden (door de baas)."			*	Brugs	2333
1920	"Hij torde de belangrijke stap door."			%	Brugs	2333
1921	"Je moet nu echt eens een stap doorterten."			%	Brugs	2333
1922	"Hij torde de grote stap door."			%	Brugs	2333
1923	"Jan gaat nu eindelijk eens zijn stap doorterten."			%	Brugs	2333
1924	"We ondernemen te weinig actie. Voor het einde van de maand moeten we elke stap doorterten!"			%	Brugs	2333
1925	"Heeft Piet dan toch den stap doorgetorden? Ja, den stap heeft hij nu eindelijk doorgetorden."			%	Brugs	2333
1926	"Ik steek/krul mijn neus op."			ok	Brugs	2382
1927	"Iemand vroeg mij of ik de neus opstak/opkrulde. Wel, de neus stak/krulde ik zeker op."			*	Brugs	2382
1928	"Meestal heeft Marie een ei op, maar gisteren had haar zus het ei op."			*	Brugs	2478
1929	"Meestal heeft Marie een ei op, maar gisteren had haar zus dat ei op."			%	Brugs	2478
1930	"Hij had een groot/klein/beschamend ei op/Hij had een ferm ei op."			%	Brugs	2478
1931	"Meestal heeft Marie een ei op, maar gisteren had haar zus haar ei op."			*	Brugs	2478
1932	"Tijdens haar vier mondelinge examens had Marie elk ei op."			*	Brugs	2478
1933	"Heeft dat meisje een ei op als ze een presentatie moet geven? Ja, een ei heeft ze dan zeker op!"			%	Brugs	2478
1934	"Piet gaat elke zaterdagmiddag een tukje halen, maar Jan gaat het tukje elke zondagmiddag halen."			%	Brugs	2482
1935	"Piet gaat elke zaterdagmiddag een tukje halen, maar Jan gaat dat tukje elke zondagmiddag halen."			%	Brugs	2482
1936	"Er werd/is een tukje gedaan (door mijn grootvader)."			%	Brugs	2482
1937	"Hij gaat een tukje van een kwartiertje halen / Hij deed een tukje van een kwartiertje."			ok	Brugs	2482
1938	"Hij gaat een klein tukje halen / Hij deed een klein tukje."			ok	Brugs	2482
1939	"Piet gaat elke zaterdagmiddag een tukje halen, maar Jan gaat zijn tukje elke zondagmiddag halen."			%	Brugs	2482
1940	"Je mag per dag drie keer een tukje gaan halen, en Jan gaat elk tukje halen."			%	Brugs	2482
1941	"Ging Jan een tukje halen? Ja, een tukje ging hij zeker halen. Hij had de hele nacht gefeest!/Doet Jan een tukje? Ja, een tukje doet Jan zeker nu. Hij heeft de hele nacht gefeest!"			%	Brugs	2482
1942	"Meestal heeft Jan een kop (op), maar gisteren had zijn broer den kop (op)."			%	Brugs	2490
1943	"Meestal heeft Jan een kop (op), maar gisteren had zijn broer die kop (op)."			*	Brugs	2490
1944	"Hij had een grote/stijve/gekke kop (op)."			%	Brugs	2490
1945	"Meestal heeft Jan een kop (op), maar gisteren had zijn broer zijn kop (op)."			%	Brugs	2490
1946	"We moesten vier keer een compromis proberen sluiten, maar Jan had elke kop (op)."			*	Brugs	2490
1947	"Heeft je vrouw een kop (op)?/Ja, amai, een kop heeft ze zeker (op), ik begrijp het niet!"			%	Brugs	2490
1948	"Elk jaar op dat congres slaat /doet/zegt Piet een kluchte, maar dit jaar slaat/doet/zegt Jan de kluchte."			%	Brugs	2538
1949	"Elk jaar op dat congres slaat /doet/zegt Piet dezelfde kluchte, maar dit jaar slat/doet/zegt Jan die kluchte."			ok	Brugs	2538
1950	"Er werd/is een kluchte geslaan/gedaan/gezegd (door mijn broer)."			%	Brugs	2538
1951	"Hij sloeg/deed/zei een kleine/grappige kluchte."			ok	Brugs	2538
1952	"Elk jaar op dat congres slaat/doet/zegt Piet dezelfde kluchte, maar dit jaar slaat/doet/zegt Jan zijn kluchte."			ok	Brugs	2538
1953	"Vandaag mocht Jan maximaal 10 keer een kluchte slaan/doen/zeggen, en hij sloeg/deed/zei elke kluchte."			%	Brugs	2538
1954	"Heeft je broer een kluchte geslaan/gedaan/gezegd? Een kluchte slat/doet/zegt mijn broer altijd!"			%	Brugs	2538
1955	"Hij mag zure zoppen/soep(en) eten."			ok	Brugs	2678
1956	"Hij kan zure zoppen/soep(en) eten."			ok	Brugs	2678
1957	"Hij wil zure zoppen/soep(en) eten."			ok	Brugs	2678
1958	"Hij zou zure zoppen/soep(en) gegeten hebben."			ok	Brugs	2678
1959	"Na zijn ontslag is er zure zoppen/soep(en) gegeten (door mijn broer)."			ok	Brugs	2678
1960	"Hij zal/gaat zure zoppen/soep(en) eten."			ok	Brugs	2678
1961	"Hij at zure zoppen/soep(en)."			ok	Brugs	2678
1962	"Zure zoppen/soep(en) moet hij zeker eten nu hij zijn werk kwijt is."			*	Brugs	2678
1963	"Hij zal zijn loop halen."			%	Brugs	2705
1964	"Zijn loop is gehaald (door hem/mijn broer)."			*	Brugs	2705
1965	"Hij haalde zijn loop."			*	Brugs	2705
1966	"Ik haal mijn loop."			%	Brugs	2705
1967	"Zijn loop gaat hij halen."			*	Brugs	2705
1968	"Jan z'n tonge pellen."			ok	Brugs	2736
1969	"De tonge van Jan pellen."			%	Brugs	2736
1970	"Hij moet/mag in Jan zijn schoenen/plek terden/staan/stappen/zijn."			%	Brugs	3023
1971	"Hij kan in Jan zijn schoenen/plek terden/staan/stappen/zijn."			%	Brugs	3023
1972	"Hij zou in Jan zijn schoenen/plek getorden/gestaan/gestapt hebben/geweest zijn."			%	Brugs	3023
1973	"Hij zal/gaat in Jan zijn schoenen/plek terden/staan/stappen/zijn."			%	Brugs	3023
1974	"Hij torde/stond/was/stapte in Jan zijn schoenen/plek."			%	Brugs	3023
1975	"Om hem te helpen, was er in Jan zijn schoenen/plek getorden/gestaan/gestapt/geweest (door al zijn broers)."			*	Brugs	3023
1976	"In Jan zijn schoenen/plek wil ik zeker terden/staan/stappen/zijn. Hij heeft de lotto gewonnen!"			ok	Brugs	3023
1977	"Na zijn scheiding is er op doolkruid getorden (door mijn broer)."			Unknown	Brugs	3116
1978	"Hij torde op doolkruid."			Unknown	Brugs	3116
1979	"Op doolkruid heeft hij zeker getorden nu zijn vrouw weg is."			Unknown	Brugs	3116
1980	"Ik heb (hem) door de neuze geboord."			%	Brugs	3165
1981	"Op dat feestje werd hij door de neuze geboord."			%	Brugs	3165
1982	"Door de neuze is hij zeker geboord."			%	Brugs	3165
1983	"De ratten hebben hem geneukt/gepoept."			Unknown	Brugs	3206
1984	"Hij werd van de ratten geneukt/gepoept."			Unknown	Brugs	3206
1985	"Van de ratten is hij zeker geneukt/gepoept."			Unknown	Brugs	3206
1986	"Ik doe zijn baard af."			%	Brugs	3218
1987	"Iemand vroeg aan mij of ik mijn baas de baard afdoe. Wel, de baard doe ik hem zeker af."			%	Brugs	3218
1988	"Het geld van Jan afplooschen/afluizen."			ok	Brugs	3250
1989	"Jans geld afplooschen/afluizen."			ok	Brugs	3250
1990	"De zaligheid van Jan zeggen/geven."			*	Brugs	3253
1991	"Jans zaligheid zeggen/geven."			%	Brugs	3253
1992	"Ik leg mijn hoofd in de schoot."			ok	Brugs	3382
1993	"Ik leg mijn hoofd in mijn schoot."			*	Brugs	3382
1994	"Ik leg het hoofd in mijn schoot."			*	Brugs	3382
1995	"Iemand vroeg mij of ik het hoofd in de schoot legde. Wel, het hoofd legde ik zeker in de schoot."			*	Brugs	3382
1996	"Er waren met Jan geen kanten te akkeren."			*	Brugs	3505
1997	"Hij moet/mag geen kanten akkeren met Jan."			%	Brugs	3505
1998	"Hij wil geen kanten akkeren met Jan."			%	Brugs	3505
1999	"Hij zou met Jan geen kanten akkeren / geakkerd hebben."			%	Brugs	3505
2000	"Hij zal/gaat geen kanten akkeren met Jan."			%	Brugs	3505
2001	"Hij akkerde geen kanten met Jan."			%	Brugs	3505
2002	"Na die ruzie waren er geen kanten geakkerd met Jan (door zijn broer)."			*	Brugs	3505
2003	"Kanten kan ik met Jan niet akkeren."			?*	Brugs	3505
2004	"Met Jan kan ik geen kanten akkeren."			ok	Brugs	3505
2005	"Ik geef de pap in de mond."			%	Brugs	3555
2006	"Ik geef zijn pap in de mond."			*	Brugs	3555
2007	"Ik geef zijn pap in zijn mond."			*	Brugs	3555
2008	"Ik geef de pap in zijn mond."			%	Brugs	3555
2009	"Ik geef hem de pap in zijn mond."			%	Brugs	3555
2010	"Iemand vroeg mij of ik mijn leerling de pap in den mond gaf. Amai, de pap gaf ik hem zeker in de mond."			%	Brugs	3555
2011	"Iemand vroeg mij of ik mijn leerling de pap in den mond gaf. Amai, de pap in de mond gaf ik hem zeker."			%	Brugs	3555
2012	"Hij mag kort keeren."			%	Brugs	3622
2013	"Hij kan kort keeren."			ok	Brugs	3622
2014	"Hij wil kort keeren."			%	Brugs	3622
2015	"Ik zou kort keeren / gekeerd hebben."			%	Brugs	3622
2016	"Hij zal/gaat kort keeren."			ok	Brugs	3622
2017	"Hij keerde kort."			%	Brugs	3622
2018	"Na zijn straf was (er) kort gekeerd (door mijn broer)."			%	Brugs	3622
2019	"Kort moet hij zeker keren."			*	Brugs	3622
2020	"Hij moet/mag verder springen dan zijn stok lang is."			%	Brugs	3634
2021	"Hij kan verder springen dan zijn stok lang is."			%	Brugs	3634
2022	"Hij zou verder springen / gesprongen hebben dan zijn stok lang is."			ok	Brugs	3634
2023	"Voor die deadline werd/is er verder gesprongen dan onze stok lang was."			%	Brugs	3634
2024	"Hij zal/gaat (weer) verder springen dan zijn stok lang is."			%	Brugs	3634
2025	"Hij springt (altijd) verder dan zijn stok lang is."			ok	Brugs	3634
2026	"Door de crisis was er maar op een been meer gesprongen door mijn broer."			%	Brugs	3827
2027	"Hij sprong maar op een been meer."			ok	Brugs	3827
2028	"Hij heeft [zijn slordigheid] van [niet verre/geen honden] gedeeld."			ok	Brugs	3841
2029	"Het is van [niet verre/geen honden] gedeeld (aan hem?)."			%	Brugs	3841
2030	"Hij deelde het van [niet verre/geen honden]."			%	Brugs	3841
2031	"Zijn slordigheid heeft hij van [niet verre/geen honden] gedeeld."			ok	Brugs	3841
2032	"Er was geen draad aan gebroken."			ok	Brugs	3848
2033	"Er brak geen draad aan."			%	Brugs	3848
2034	"Er zijn veel problemen, maar geen draad is er aan gebroken."			%	Brugs	3848
2035	"De galge is gezien in uw oogen (door je vijand)."			ok	Brugs	3860
2036	"Ik zag de galge in uw oogen."			ok	Brugs	3860
2037	"Je bent echt verschrikkelijk... De galge zie ik in uw ogen!"			ok	Brugs	3860
2038	"Ik ga er mijn katten van spreken."			Unknown	Brugs	3903
2039	"Mijn katten worden/waren ervan gesproken (door mezelf)."			Unknown	Brugs	3903
2040	"Ik spreek er mijn katten van."			Unknown	Brugs	3903
2041	"Mijn katten zal ik er van spreken."			Unknown	Brugs	3903
2042	"Hij gaat de/zijn keerse uitblazen."			%	Brugs	3914
2043	"De/zijn keerse is uitgeblazen (door hem/die oud-strijder)."			%	Brugs	3914
2044	"Hij heeft de/zijn keerse uitgeblaazd."			ok	Brugs	3914
2045	"Hij blies de/zijn keerse uit."			%	Brugs	3914
2046	"De/zijn keerse zal hij uitblazen."			%	Brugs	3914
2047	"Hij kwam hier aan met een kloef en een schoe."			ok	Brugs	3923
2048	"Met een kloef en een schoe is hij hier aangekomen!"			%	Brugs	3923
2049	"Tijdens de wandeling is er marsganck / magré voortgegaan (door de gids)."			Unknown	Brugs	3952
2050	"Ze gaan marsganck  / magré voort."			Unknown	Brugs	3952
2051	"Dat moet niet gediend hebben voor een pauwkleed."			*	Brugs	3981
2052	"[Je gordijnen/tafellaken/rok/broek/...] zou(den) niet dienen voor een pauwkleed."			ok	Brugs	3981
2053	"Dat moet/mag niet dienen voor een pauwkleed."			ok	Brugs	3981
2054	"Dat kan niet dienen voor een pauwkleed."			*	Brugs	3981
2055	"Dat wil niet dienen voor een pauwkleed."			*	Brugs	3981
2056	"Dat zal/gaat niet dienen voor een pauwkleed."			ok	Brugs	3981
2057	"Dat dient niet voor een pauwkleed."			ok	Brugs	3981
2058	"Voor een pauwkleed zou dan zelfs niet dienen!"			ok	Brugs	3981
2059	"Toen hij niks kreeg, was er zo pineu gedaan (door mijn broer)."			*	Brugs	3982
2060	"Hij doet zoo pineu."			*	Brugs	3982
2061	"Ik moest uit mijn savatten niet gaan voor in zijn schoens te kruipen."			ok	Brugs	4017
2062	"Ik moet/mag uit mijn savatten niet gaan voor in zijn schoens te kruipen."			ok	Brugs	4017
2063	"Ik kan uit mijn savatten niet gaan voor in zijn schoens te kruipen."			ok	Brugs	4017
2064	"Ik wil uit mijn savatten niet gaan voor in zijn schoens te kruipen."			ok	Brugs	4017
2065	"Ik zal/ga uit mijn savatten niet gaan voor in zijn schoens te kruipen."			ok	Brugs	4017
2066	"Ik ga uit mijn savatten niet voor in zijn schoens te kruipen."			ok	Brugs	4017
2067	"Nooit is er door mijn broer uit zijn savatten gegaan voor in mijn schoens te kruipen."			*	Brugs	4017
2068	"Uit mijn savatten zou ik zeker niet gaan voor in zijn schoens te kruipen."			*	Brugs	4017
2069	"Hij moet geen strood verlegd hebben."			%	Brugs	4027
2070	"Hij moet/mag geen strood verleggen."			%	Brugs	4027
2071	"Hij kan geen strood verleggen."			%	Brugs	4027
2072	"Hij wil geen strood verleggen."			ok	Brugs	4027
2073	"Hij zal/gaat geen strood verleggen."			ok	Brugs	4027
2074	"Hij verlegt geen strood."			%	Brugs	4027
2075	"Tijdens het feest is er geen strood verlegd door mijn broer."			%	Brugs	4027
2076	"Een strood zou hij niet verleggen."			%	Brugs	4027
2077	"Ik mag er geen zand van hebben."			ok	Brugs	4071
2078	"Ik kan er geen zand van hebben."			ok	Brugs	4071
2079	"Ik wil er geen zand van hebben."			ok	Brugs	4071
2080	"Ik zou er geen zand van hebben / van gehad hebben."			*	Brugs	4071
2081	"Ik zal/ga er geen zand van hebben."			*	Brugs	4071
2082	"Ik had er geen zand van."			ok	Brugs	4071
2083	"Op het werk is er van die nieuwe college geen zand gehad."			ok	Brugs	4071
2084	"Van die nieuwe collega moet ik geen zand hebben."			ok	Brugs	4071
2085	"Hij is (weer) aan het poepgaaien."			%	Brugs	4217
2086	"Op het werk is er (weer) gepoepgaaid."			*	Brugs	4217
2087	"Hij heeft (weer) gepoepgaaid."			%	Brugs	4217
2088	"Hij poepgaait altijd (op het werk)."			%	Brugs	4217
2089	"Gisteren las ik Hans de les, maar vandaag leest Marie hem die les."			?*	Utrechts	4623
2090	"De les werd/is hem gelezen (door haar)."			ok	Utrechts	4623
2091	"Zij las hem de duidelijke les."			*	Utrechts	4623
2092	"Hans heeft echt iets heel gemeens gedaan, dus Marie leest hem een les."			*	Utrechts	4623
2093	"Zij las hem de nieuwe les."			*	Utrechts	4623
2094	"Gisteren las ik Hans de les, maar vandaag leest Marie hem zijn les."			*	Utrechts	4623
2095	"Of het nu gaat over het huishouden, de financiën, de kinderen: haar man leest haar elke les."			*	Utrechts	4623
2096	"Jazeker, de les heeft zij hem zeker gelezen!"			%	Utrechts	4623
2097	"Dat mag je niet maken."			*	Utrechts	4624
2098	"Je kunt dat gedrag echt niet maken."			?	Utrechts	4624
2099	"Dat kan hij echt niet maken."			ok	Utrechts	4624
2100	"Dat wil je niet maken."			*	Utrechts	4624
2101	"Dat zou je niet maken."			*	Utrechts	4624
2102	"Dat werd/is niet door jou gemaakt."			*	Utrechts	4624
2103	"Dat zal/ga je niet maken."			*	Utrechts	4624
2104	"Dat maakte je niet."			*	Utrechts	4624
2105	"Dát kun je echt niet maken."			ok	Utrechts	4624
2106	"Hai werd/is bie poot had."			*	Gronings	4625
2107	"Hai had hom bie poot."			ok	Gronings	4625
2108	"Hai had hom bie poot."			ok	Gronings	4625
2109	"Het hai hom bie poot had? Ja, bie poot het ie hom wis had."			%	Gronings	4625
2110	"Ik mout er gain tou aan vast knopen."			*	Gronings	4626
2111	"Ik wil er gain tou aan vast knopen."			*	Gronings	4626
2112	"Ik zol er gain tou aan vast knopen."			*	Gronings	4626
2113	"Gain tou kon eraan vastknoopt worden deur mie."			%	Gronings	4626
2114	"Ik zel er gain tou aan vast knopen."			*	Gronings	4626
2115	"Ik knoop er gain tou aan vast."			*	Gronings	4626
2116	"Kon ie daar gain tou aan vastknopen? Nee, gain tou kon ik eraan vastknopen!"			%	Gronings	4626
2117	"Kon ie daar gain tou aan vastknopen? Nee, daaraan kon ik gain tou vastknopen!"			%	Gronings	4626
2118	"Hij is duidelijk aan het vallen"			*	Groesbeeks	4627
2119	"Er is door hem te vallen gelegen"			*	Groesbeeks	4627
2120	"Na tien bier is hij gevallen"			*	Groesbeeks	4627
2121	"Na tien bier valt hij"			*	Groesbeeks	4627
2122	"Ligt hij te vallen? Ja, te vallen ligt hij zeker!"			*	Groesbeeks	4627
2123	"Er werden/zijn door hem wel wa lètters gevrète"			*	Groesbeeks	4628
2124	"Dén vrat wa lètters"			%	Groesbeeks	4628
2125	"Heeft hij wa lètters gevrète? Ja, wa lètters heeft hij echt wel gevrète!"			%	Groesbeeks	4628
2126	"Er werd/is door hem van de been gerakt"			*	Groesbeeks	4629
2127	"Dén rakte van de been"			ok	Groesbeeks	4629
2128	"Is hij van de been gerakt? Ja, van de been is hij zeker gerakt!"			ok	Groesbeeks	4629
2129	"Is hij van de been gerakt? Ja, van de been gerakt is hij  zeker!"			ok	Groesbeeks	4629
2130	"'t zou nie mugge"			*	Groesbeeks	4630
2131	"Een witte legging mos nie mugge!"			%	Groesbeeks	4630
2132	"'t mag nie mugge"			%	Groesbeeks	4630
2133	"'t kan nie mugge"			*	Groesbeeks	4630
2134	"'t wil nie mugge"			*	Groesbeeks	4630
2135	"'t zal nie mogen"			*	Groesbeeks	4630
2136	"'t Mocht niet"			*	Groesbeeks	4630
2137	"Mos 't nie mugge? Nee echt, mugge mos 't nie."			*	Groesbeeks	4630
2138	"Hij kan me de poekel roenter roetse!"			ok	Groesbeeks	4631
2139	"Je moet/mag me de poekel roenter roetse!"			%	Groesbeeks	4631
2140	"Je wilt me de poekel roenter roetse!"			*	Groesbeeks	4631
2141	"Je zou me de poekel roenter roetse!"			*	Groesbeeks	4631
2142	"De poekel werd me door hem roenter roetst"			*	Groesbeeks	4631
2143	"Je gaat/zult me de poekel roenter roetse!"			%	Groesbeeks	4631
2144	"Roets me de poekel roenter!"			%	Groesbeeks	4631
2145	"Hij roetste me de poekel roenter."			*	Groesbeeks	4631
2146	"Kun je me de poekel roenter roetse? Ja, de poekel kun je me zeker roenter roetse!"			*	Groesbeeks	4631
2147	"Kun je me de poekel roenter roetse? Ja, de poekel roenter roetse kun je me zeker!"			*	Groesbeeks	4631
2148	"Daa pèrd gaat mien nie mèr slaon"			%	Groesbeeks	4632
